origin_id,origin_zone,dest_id,dest_school,count(*),school_lat,School_long,zone_lat,zone_long
271,Hejo,112,Etho Metho PS,7,27.467893,89.636448,27.50077888,89.6336932565
272,Jungshina,112,Etho Metho PS,5,27.467893,89.636448,27.5107091633,89.6341291296
273,Kabisa,112,Etho Metho PS,2,27.467893,89.636448,27.5490698811,89.6542996104
274,Kawangjangsa,112,Etho Metho PS,1,27.467893,89.636448,27.4855720912,89.6302952398
275,Langjophakha,112,Etho Metho PS,5,27.467893,89.636448,27.4958974797,89.6413215052
276,Motithang,112,Etho Metho PS,3,27.467893,89.636448,27.4766506425,89.6197167055
277,Namseyling,112,Etho Metho PS,1,27.467893,89.636448,27.404257,89.6064
278,Olakha,112,Etho Metho PS,5,27.467893,89.636448,27.4469707462,89.6587524835
279,Pamtsho,112,Etho Metho PS,1,27.467893,89.636448,27.5107091633,89.6341291296
280,RTC,112,Etho Metho PS,2,27.467893,89.636448,27.4034984778,89.6566570452
281,Simtokha,112,Etho Metho PS,4,27.467893,89.636448,27.4344083978,89.6678739051
282,Taba,112,Etho Metho PS,8,27.467893,89.636448,27.5129062519,89.6451777064
283,Yangchenphug,112,Etho Metho PS,9,27.467893,89.636448,27.467397,89.6467373768
284,Zilukha,112,Etho Metho PS,2,27.467893,89.636448,27.4855720912,89.6302952398
285,Babesa,113,Jigme Losel PS,43,27.477071,89.638968,27.4291816677,89.6472096023
286,Begana,113,Jigme Losel PS,23,27.477071,89.638968,27.5718908596,89.6357002125
287,Changangkha,113,Jigme Losel PS,23,27.477071,89.638968,27.4724539904,89.6308464685
288,Changbangdu,113,Jigme Losel PS,23,27.477071,89.638968,27.4513917224,89.6472442834
289,Changgidaphu,113,Jigme Losel PS,16,27.477071,89.638968,27.4599353896,89.6333761155
290,Changjalu,113,Jigme Losel PS,34,27.477071,89.638968,27.4469707462,89.6587524835
291,Changzamtog,113,Jigme Losel PS,55,27.477071,89.638968,27.4611489703,89.641853715
292,Chanjiji,113,Jigme Losel PS,25,27.477071,89.638968,27.4555043578,89.6529220173
293,Core,113,Jigme Losel PS,206,27.477071,89.638968,27.4733136477,89.6382533581
294,Debsi,113,Jigme Losel PS,5,27.477071,89.638968,27.4315666969,89.6403752994
295,Dechencholing,113,Jigme Losel PS,18,27.477071,89.638968,27.5326052807,89.6425383727
296,Dzong,113,Jigme Losel PS,4,27.477071,89.638968,27.4883002592,89.635544727
297,Gangchey,113,Jigme Losel PS,1,27.477071,89.638968,27.4177850318,89.6418826587
298,Hejo,113,Jigme Losel PS,21,27.477071,89.638968,27.50077888,89.6336932565
299,Hongtsho,113,Jigme Losel PS,1,27.477071,89.638968,27.485941,89.724004
300,Jungshina,113,Jigme Losel PS,48,27.477071,89.638968,27.5107091633,89.6341291296
301,Kabisa,113,Jigme Losel PS,9,27.477071,89.638968,27.5490698811,89.6542996104
302,Kawangjangsa,113,Jigme Losel PS,13,27.477071,89.638968,27.4855720912,89.6302952398
303,Khasadrapchu,113,Jigme Losel PS,1,27.477071,89.638968,27.386985,89.584902
304,Langjophakha,113,Jigme Losel PS,79,27.477071,89.638968,27.4958974797,89.6413215052
305,Lubding,113,Jigme Losel PS,3,27.477071,89.638968,27.4497466283,89.6694540333
306,Motithang,113,Jigme Losel PS,22,27.477071,89.638968,27.4766506425,89.6197167055
307,Olakha,113,Jigme Losel PS,46,27.477071,89.638968,27.4469707462,89.6587524835
308,Pamtsho,113,Jigme Losel PS,18,27.477071,89.638968,27.5107091633,89.6341291296
309,Ramtokto,113,Jigme Losel PS,1,27.477071,89.638968,27.416321,89.622819
310,RTC,113,Jigme Losel PS,2,27.477071,89.638968,27.4034984778,89.6566570452
311,Samtenling,113,Jigme Losel PS,34,27.477071,89.638968,27.50077888,89.6336932565
312,Serbithang,113,Jigme Losel PS,2,27.477071,89.638968,27.4202951523,89.6559116068
313,Simtokha,113,Jigme Losel PS,36,27.477071,89.638968,27.4344083978,89.6678739051
314,Taba,113,Jigme Losel PS,74,27.477071,89.638968,27.5129062519,89.6451777064
315,Tshalubar,113,Jigme Losel PS,2,27.477071,89.638968,27.4377037677,89.6555866401
316,Tshalumarphey,113,Jigme Losel PS,3,27.477071,89.638968,27.4377037677,89.6555866401
317,Yangchenphug,113,Jigme Losel PS,47,27.477071,89.638968,27.467397,89.6467373768
318,Yoselpang,113,Jigme Losel PS,2,27.477071,89.638968,27.462597,89.705355
319,Zilukha,113,Jigme Losel PS,17,27.477071,89.638968,27.4855720912,89.6302952398
320,Babesa,114,Jigme Namgyel LSS,14,27.476819,89.623233,27.4291816677,89.6472096023
321,Begana,114,Jigme Namgyel LSS,6,27.476819,89.623233,27.5718908596,89.6357002125
322,Changangkha,114,Jigme Namgyel LSS,105,27.476819,89.623233,27.4724539904,89.6308464685
323,Changbangdu,114,Jigme Namgyel LSS,3,27.476819,89.623233,27.4513917224,89.6472442834
324,Changgidaphu,114,Jigme Namgyel LSS,9,27.476819,89.623233,27.4599353896,89.6333761155
325,Changjalu,114,Jigme Namgyel LSS,12,27.476819,89.623233,27.4469707462,89.6587524835
326,Changzamtog,114,Jigme Namgyel LSS,10,27.476819,89.623233,27.4611489703,89.641853715
327,Chanjiji,114,Jigme Namgyel LSS,18,27.476819,89.623233,27.4555043578,89.6529220173
328,Core,114,Jigme Namgyel LSS,13,27.476819,89.623233,27.4733136477,89.6382533581
329,Debsi,114,Jigme Namgyel LSS,5,27.476819,89.623233,27.4315666969,89.6403752994
330,Dechencholing,114,Jigme Namgyel LSS,17,27.476819,89.623233,27.5326052807,89.6425383727
331,Dzong,114,Jigme Namgyel LSS,2,27.476819,89.623233,27.4883002592,89.635544727
332,Hejo,114,Jigme Namgyel LSS,7,27.476819,89.623233,27.50077888,89.6336932565
333,Jungshina,114,Jigme Namgyel LSS,20,27.476819,89.623233,27.5107091633,89.6341291296
334,Kabisa,114,Jigme Namgyel LSS,9,27.476819,89.623233,27.5490698811,89.6542996104
335,Kawangjangsa,114,Jigme Namgyel LSS,29,27.476819,89.623233,27.4855720912,89.6302952398
336,Kungacholing,114,Jigme Namgyel LSS,75,27.476819,89.623233,27.4766506425,89.6197167055
337,Langjophakha,114,Jigme Namgyel LSS,9,27.476819,89.623233,27.4958974797,89.6413215052
338,Motithang,114,Jigme Namgyel LSS,568,27.476819,89.623233,27.4766506425,89.6197167055
339,Namseyling,114,Jigme Namgyel LSS,2,27.476819,89.623233,27.404257,89.6064
340,Olakha,114,Jigme Namgyel LSS,5,27.476819,89.623233,27.4469707462,89.6587524835
341,Pamtsho,114,Jigme Namgyel LSS,14,27.476819,89.623233,27.5107091633,89.6341291296
342,Ramtokto,114,Jigme Namgyel LSS,1,27.476819,89.623233,27.416321,89.622819
343,Samtenling,114,Jigme Namgyel LSS,7,27.476819,89.623233,27.50077888,89.6336932565
344,Simtokha,114,Jigme Namgyel LSS,9,27.476819,89.623233,27.4344083978,89.6678739051
345,Taba,114,Jigme Namgyel LSS,13,27.476819,89.623233,27.5129062519,89.6451777064
346,Yangchenphug,114,Jigme Namgyel LSS,4,27.476819,89.623233,27.467397,89.6467373768
347,Zilukha,114,Jigme Namgyel LSS,11,27.476819,89.623233,27.4855720912,89.6302952398
348,Begana,115,Jungshina PS,2,27.505352,89.633483,27.5718908596,89.6357002125
349,Changzamtog,115,Jungshina PS,3,27.505352,89.633483,27.4611489703,89.641853715
350,Chanjiji,115,Jungshina PS,1,27.505352,89.633483,27.4555043578,89.6529220173
351,Dechencholing,115,Jungshina PS,11,27.505352,89.633483,27.5326052807,89.6425383727
352,Hejo,115,Jungshina PS,29,27.505352,89.633483,27.50077888,89.6336932565
353,Jungshina,115,Jungshina PS,258,27.505352,89.633483,27.5107091633,89.6341291296
354,Kabisa,115,Jungshina PS,2,27.505352,89.633483,27.5490698811,89.6542996104
355,Kawangjangsa,115,Jungshina PS,2,27.505352,89.633483,27.4855720912,89.6302952398
356,Langjophakha,115,Jungshina PS,7,27.505352,89.633483,27.4958974797,89.6413215052
357,Motithang,115,Jungshina PS,1,27.505352,89.633483,27.4766506425,89.6197167055
358,Olakha,115,Jungshina PS,2,27.505352,89.633483,27.4469707462,89.6587524835
359,Pamtsho,115,Jungshina PS,79,27.505352,89.633483,27.5107091633,89.6341291296
360,Samtenling,115,Jungshina PS,47,27.505352,89.633483,27.50077888,89.6336932565
361,Simtokha,115,Jungshina PS,1,27.505352,89.633483,27.4344083978,89.6678739051
362,Taba,115,Jungshina PS,12,27.505352,89.633483,27.5129062519,89.6451777064
363,Babesa,116,Kelki HSS,4,27.470556,89.634868,27.4291816677,89.6472096023
364,Bjemina,116,Kelki HSS,3,27.470556,89.634868,27.402968,89.570704
365,Changangkha,116,Kelki HSS,14,27.470556,89.634868,27.4724539904,89.6308464685
366,Changbangdu,116,Kelki HSS,7,27.470556,89.634868,27.4513917224,89.6472442834
367,Changgidaphu,116,Kelki HSS,11,27.470556,89.634868,27.4599353896,89.6333761155
368,Changjalu,116,Kelki HSS,2,27.470556,89.634868,27.4469707462,89.6587524835
369,Changzamtog,116,Kelki HSS,29,27.470556,89.634868,27.4611489703,89.641853715
370,Chanjiji,116,Kelki HSS,15,27.470556,89.634868,27.4555043578,89.6529220173
371,Core,116,Kelki HSS,12,27.470556,89.634868,27.4733136477,89.6382533581
372,Debsi,116,Kelki HSS,1,27.470556,89.634868,27.4315666969,89.6403752994
373,Dechencholing,116,Kelki HSS,7,27.470556,89.634868,27.5326052807,89.6425383727
374,Dzong,116,Kelki HSS,1,27.470556,89.634868,27.4883002592,89.635544727
375,Hejo,116,Kelki HSS,7,27.470556,89.634868,27.50077888,89.6336932565
376,Jungshina,116,Kelki HSS,12,27.470556,89.634868,27.5107091633,89.6341291296
377,Kabisa,116,Kelki HSS,3,27.470556,89.634868,27.5490698811,89.6542996104
378,Khasadrapchu,116,Kelki HSS,1,27.470556,89.634868,27.386985,89.584902
379,Kungacholing,116,Kelki HSS,1,27.470556,89.634868,27.4766506425,89.6197167055
380,Langjophakha,116,Kelki HSS,7,27.470556,89.634868,27.4958974797,89.6413215052
381,Motithang,116,Kelki HSS,27,27.470556,89.634868,27.4766506425,89.6197167055
382,Namseyling,116,Kelki HSS,1,27.470556,89.634868,27.404257,89.6064
383,Olakha,116,Kelki HSS,8,27.470556,89.634868,27.4469707462,89.6587524835
384,Pamtsho,116,Kelki HSS,6,27.470556,89.634868,27.5107091633,89.6341291296
385,Samtenling,116,Kelki HSS,3,27.470556,89.634868,27.50077888,89.6336932565
386,Simtokha,116,Kelki HSS,4,27.470556,89.634868,27.4344083978,89.6678739051
387,Taba,116,Kelki HSS,3,27.470556,89.634868,27.5129062519,89.6451777064
388,Tshalumarphey,116,Kelki HSS,1,27.470556,89.634868,27.4377037677,89.6555866401
389,Zilukha,116,Kelki HSS,8,27.470556,89.634868,27.4855720912,89.6302952398
390,Babesa,117,Kuenselphodrang PS,4,27.450335,89.646965,27.4291816677,89.6472096023
391,Changangkha,117,Kuenselphodrang PS,5,27.450335,89.646965,27.4724539904,89.6308464685
392,Changbangdu,117,Kuenselphodrang PS,58,27.450335,89.646965,27.4513917224,89.6472442834
393,Changgidaphu,117,Kuenselphodrang PS,11,27.450335,89.646965,27.4599353896,89.6333761155
394,Changjalu,117,Kuenselphodrang PS,8,27.450335,89.646965,27.4469707462,89.6587524835
395,Changzamtog,117,Kuenselphodrang PS,19,27.450335,89.646965,27.4611489703,89.641853715
396,Chanjiji,117,Kuenselphodrang PS,3,27.450335,89.646965,27.4555043578,89.6529220173
397,Core,117,Kuenselphodrang PS,1,27.450335,89.646965,27.4733136477,89.6382533581
398,Debsi,117,Kuenselphodrang PS,2,27.450335,89.646965,27.4315666969,89.6403752994
399,Jungshina,117,Kuenselphodrang PS,1,27.450335,89.646965,27.5107091633,89.6341291296
400,Olakha,117,Kuenselphodrang PS,5,27.450335,89.646965,27.4469707462,89.6587524835
401,Taba,117,Kuenselphodrang PS,1,27.450335,89.646965,27.5129062519,89.6451777064
402,Changangkha,118,Little Dragon PS,1,27.482005,89.629945,27.4724539904,89.6308464685
403,Changbangdu,118,Little Dragon PS,2,27.482005,89.629945,27.4513917224,89.6472442834
404,Changjalu,118,Little Dragon PS,1,27.482005,89.629945,27.4469707462,89.6587524835
405,Changzamtog,118,Little Dragon PS,1,27.482005,89.629945,27.4611489703,89.641853715
406,Chanjiji,118,Little Dragon PS,1,27.482005,89.629945,27.4555043578,89.6529220173
407,Core,118,Little Dragon PS,4,27.482005,89.629945,27.4733136477,89.6382533581
408,Dechencholing,118,Little Dragon PS,3,27.482005,89.629945,27.5326052807,89.6425383727
409,Hejo,118,Little Dragon PS,2,27.482005,89.629945,27.50077888,89.6336932565
410,Kawangjangsa,118,Little Dragon PS,1,27.482005,89.629945,27.4855720912,89.6302952398
411,Langjophakha,118,Little Dragon PS,1,27.482005,89.629945,27.4958974797,89.6413215052
412,Motithang,118,Little Dragon PS,3,27.482005,89.629945,27.4766506425,89.6197167055
413,Namseyling,118,Little Dragon PS,4,27.482005,89.629945,27.404257,89.6064
414,Pamtsho,118,Little Dragon PS,1,27.482005,89.629945,27.5107091633,89.6341291296
415,Samtenling,118,Little Dragon PS,1,27.482005,89.629945,27.50077888,89.6336932565
416,Simtokha,118,Little Dragon PS,2,27.482005,89.629945,27.4344083978,89.6678739051
417,Taba,118,Little Dragon PS,5,27.482005,89.629945,27.5129062519,89.6451777064
418,Yangchenphug,118,Little Dragon PS,1,27.482005,89.629945,27.467397,89.6467373768
419,Babesa,119,Loselling MSS,70,27.457312,89.650652,27.4291816677,89.6472096023
420,Changangkha,119,Loselling MSS,7,27.457312,89.650652,27.4724539904,89.6308464685
421,Changbangdu,119,Loselling MSS,73,27.457312,89.650652,27.4513917224,89.6472442834
422,Changgidaphu,119,Loselling MSS,3,27.457312,89.650652,27.4599353896,89.6333761155
423,Changjalu,119,Loselling MSS,55,27.457312,89.650652,27.4469707462,89.6587524835
424,Changzamtog,119,Loselling MSS,67,27.457312,89.650652,27.4611489703,89.641853715
425,Chanjiji,119,Loselling MSS,559,27.457312,89.650652,27.4555043578,89.6529220173
426,Core,119,Loselling MSS,9,27.457312,89.650652,27.4733136477,89.6382533581
427,Debsi,119,Loselling MSS,10,27.457312,89.650652,27.4315666969,89.6403752994
428,Dechencholing,119,Loselling MSS,2,27.457312,89.650652,27.5326052807,89.6425383727
429,Hejo,119,Loselling MSS,1,27.457312,89.650652,27.50077888,89.6336932565
430,Hongtsho,119,Loselling MSS,2,27.457312,89.650652,27.485941,89.724004
431,Kawangjangsa,119,Loselling MSS,1,27.457312,89.650652,27.4855720912,89.6302952398
432,Langjophakha,119,Loselling MSS,4,27.457312,89.650652,27.4958974797,89.6413215052
433,Lubding,119,Loselling MSS,1,27.457312,89.650652,27.4497466283,89.6694540333
434,Motithang,119,Loselling MSS,1,27.457312,89.650652,27.4766506425,89.6197167055
435,Namseyling,119,Loselling MSS,3,27.457312,89.650652,27.404257,89.6064
436,Olakha,119,Loselling MSS,126,27.457312,89.650652,27.4469707462,89.6587524835
437,RTC,119,Loselling MSS,2,27.457312,89.650652,27.4034984778,89.6566570452
438,Samtenling,119,Loselling MSS,3,27.457312,89.650652,27.50077888,89.6336932565
439,Serbithang,119,Loselling MSS,2,27.457312,89.650652,27.4202951523,89.6559116068
440,Simtokha,119,Loselling MSS,36,27.457312,89.650652,27.4344083978,89.6678739051
441,Taba,119,Loselling MSS,2,27.457312,89.650652,27.5129062519,89.6451777064
442,Tshalubar,119,Loselling MSS,1,27.457312,89.650652,27.4377037677,89.6555866401
443,Tshalumarphey,119,Loselling MSS,2,27.457312,89.650652,27.4377037677,89.6555866401
444,Yangchenphug,119,Loselling MSS,9,27.457312,89.650652,27.467397,89.6467373768
445,Yoselpang,119,Loselling MSS,2,27.457312,89.650652,27.462597,89.705355
446,Zilukha,119,Loselling MSS,1,27.457312,89.650652,27.4855720912,89.6302952398
447,Babesa,120,Lungtenphu MSS,33,27.457636,89.665718,27.4291816677,89.6472096023
448,Changangkha,120,Lungtenphu MSS,2,27.457636,89.665718,27.4724539904,89.6308464685
449,Changbangdu,120,Lungtenphu MSS,11,27.457636,89.665718,27.4513917224,89.6472442834
450,Changgidaphu,120,Lungtenphu MSS,2,27.457636,89.665718,27.4599353896,89.6333761155
451,Changjalu,120,Lungtenphu MSS,125,27.457636,89.665718,27.4469707462,89.6587524835
452,Changzamtog,120,Lungtenphu MSS,9,27.457636,89.665718,27.4611489703,89.641853715
453,Chanjiji,120,Lungtenphu MSS,51,27.457636,89.665718,27.4555043578,89.6529220173
454,Core,120,Lungtenphu MSS,8,27.457636,89.665718,27.4733136477,89.6382533581
455,Debsi,120,Lungtenphu MSS,4,27.457636,89.665718,27.4315666969,89.6403752994
456,Dechencholing,120,Lungtenphu MSS,3,27.457636,89.665718,27.5326052807,89.6425383727
457,Gangchey,120,Lungtenphu MSS,2,27.457636,89.665718,27.4177850318,89.6418826587
458,Hongtsho,120,Lungtenphu MSS,1,27.457636,89.665718,27.485941,89.724004
459,Jungshina,120,Lungtenphu MSS,1,27.457636,89.665718,27.5107091633,89.6341291296
460,Khasadrapchu,120,Lungtenphu MSS,2,27.457636,89.665718,27.386985,89.584902
461,Langjophakha,120,Lungtenphu MSS,1,27.457636,89.665718,27.4958974797,89.6413215052
462,Lubding,120,Lungtenphu MSS,26,27.457636,89.665718,27.4497466283,89.6694540333
463,Motithang,120,Lungtenphu MSS,1,27.457636,89.665718,27.4766506425,89.6197167055
464,Namseyling,120,Lungtenphu MSS,4,27.457636,89.665718,27.404257,89.6064
465,Olakha,120,Lungtenphu MSS,91,27.457636,89.665718,27.4469707462,89.6587524835
466,RTC,120,Lungtenphu MSS,2,27.457636,89.665718,27.4034984778,89.6566570452
467,Serbithang,120,Lungtenphu MSS,4,27.457636,89.665718,27.4202951523,89.6559116068
468,Simtokha,120,Lungtenphu MSS,41,27.457636,89.665718,27.4344083978,89.6678739051
469,Taba,120,Lungtenphu MSS,4,27.457636,89.665718,27.5129062519,89.6451777064
470,Tshalumarphey,120,Lungtenphu MSS,1,27.457636,89.665718,27.4377037677,89.6555866401
471,Yangchenphug,120,Lungtenphu MSS,8,27.457636,89.665718,27.467397,89.6467373768
472,Yoselpang,120,Lungtenphu MSS,1,27.457636,89.665718,27.462597,89.705355
473,Zilukha,120,Lungtenphu MSS,2,27.457636,89.665718,27.4855720912,89.6302952398
474,Babesa,121,Lungtenzampa MSS,117,27.468516,89.64431,27.4291816677,89.6472096023
475,Begana,121,Lungtenzampa MSS,6,27.468516,89.64431,27.5718908596,89.6357002125
476,Changangkha,121,Lungtenzampa MSS,79,27.468516,89.64431,27.4724539904,89.6308464685
477,Changbangdu,121,Lungtenzampa MSS,73,27.468516,89.64431,27.4513917224,89.6472442834
478,Changgidaphu,121,Lungtenzampa MSS,49,27.468516,89.64431,27.4599353896,89.6333761155
479,Changjalu,121,Lungtenzampa MSS,55,27.468516,89.64431,27.4469707462,89.6587524835
480,Changzamtog,121,Lungtenzampa MSS,121,27.468516,89.64431,27.4611489703,89.641853715
481,Chanjiji,121,Lungtenzampa MSS,86,27.468516,89.64431,27.4555043578,89.6529220173
482,Core,121,Lungtenzampa MSS,100,27.468516,89.64431,27.4733136477,89.6382533581
483,Debsi,121,Lungtenzampa MSS,22,27.468516,89.64431,27.4315666969,89.6403752994
484,Dechencholing,121,Lungtenzampa MSS,24,27.468516,89.64431,27.5326052807,89.6425383727
485,Dzong,121,Lungtenzampa MSS,3,27.468516,89.64431,27.4883002592,89.635544727
486,Gangchey,121,Lungtenzampa MSS,3,27.468516,89.64431,27.4177850318,89.6418826587
487,Hejo,121,Lungtenzampa MSS,21,27.468516,89.64431,27.50077888,89.6336932565
488,Hongtsho,121,Lungtenzampa MSS,2,27.468516,89.64431,27.485941,89.724004
489,Jungshina,121,Lungtenzampa MSS,47,27.468516,89.64431,27.5107091633,89.6341291296
490,Kabisa,121,Lungtenzampa MSS,15,27.468516,89.64431,27.5490698811,89.6542996104
491,Kawangjangsa,121,Lungtenzampa MSS,23,27.468516,89.64431,27.4855720912,89.6302952398
492,Khasadrapchu,121,Lungtenzampa MSS,1,27.468516,89.64431,27.386985,89.584902
493,Kungacholing,121,Lungtenzampa MSS,1,27.468516,89.64431,27.4766506425,89.6197167055
494,Langjophakha,121,Lungtenzampa MSS,55,27.468516,89.64431,27.4958974797,89.6413215052
495,Lubding,121,Lungtenzampa MSS,9,27.468516,89.64431,27.4497466283,89.6694540333
496,Motithang,121,Lungtenzampa MSS,48,27.468516,89.64431,27.4766506425,89.6197167055
497,Namseyling,121,Lungtenzampa MSS,9,27.468516,89.64431,27.404257,89.6064
498,Olakha,121,Lungtenzampa MSS,121,27.468516,89.64431,27.4469707462,89.6587524835
499,Pamtsho,121,Lungtenzampa MSS,35,27.468516,89.64431,27.5107091633,89.6341291296
500,Ramtokto,121,Lungtenzampa MSS,2,27.468516,89.64431,27.416321,89.622819
501,RTC,121,Lungtenzampa MSS,9,27.468516,89.64431,27.4034984778,89.6566570452
502,Samtenling,121,Lungtenzampa MSS,18,27.468516,89.64431,27.50077888,89.6336932565
503,Serbithang,121,Lungtenzampa MSS,5,27.468516,89.64431,27.4202951523,89.6559116068
504,Simtokha,121,Lungtenzampa MSS,39,27.468516,89.64431,27.4344083978,89.6678739051
505,Taba,121,Lungtenzampa MSS,62,27.468516,89.64431,27.5129062519,89.6451777064
506,Tshalubar,121,Lungtenzampa MSS,4,27.468516,89.64431,27.4377037677,89.6555866401
507,Tshalumarphey,121,Lungtenzampa MSS,7,27.468516,89.64431,27.4377037677,89.6555866401
508,Yangchenphug,121,Lungtenzampa MSS,65,27.468516,89.64431,27.467397,89.6467373768
509,Yoselpang,121,Lungtenzampa MSS,7,27.468516,89.64431,27.462597,89.705355
510,Zilukha,121,Lungtenzampa MSS,10,27.468516,89.64431,27.4855720912,89.6302952398
511,Babesa,122,Motithang HSS,49,27.475108,89.62286,27.4291816677,89.6472096023
512,Begana,122,Motithang HSS,14,27.475108,89.62286,27.5718908596,89.6357002125
513,Bjemina,122,Motithang HSS,3,27.475108,89.62286,27.402968,89.570704
514,Changangkha,122,Motithang HSS,183,27.475108,89.62286,27.4724539904,89.6308464685
515,Changbangdu,122,Motithang HSS,34,27.475108,89.62286,27.4513917224,89.6472442834
516,Changgidaphu,122,Motithang HSS,59,27.475108,89.62286,27.4599353896,89.6333761155
517,Changjalu,122,Motithang HSS,28,27.475108,89.62286,27.4469707462,89.6587524835
518,Changzamtog,122,Motithang HSS,122,27.475108,89.62286,27.4611489703,89.641853715
519,Chanjiji,122,Motithang HSS,53,27.475108,89.62286,27.4555043578,89.6529220173
520,Core,122,Motithang HSS,47,27.475108,89.62286,27.4733136477,89.6382533581
521,Debsi,122,Motithang HSS,8,27.475108,89.62286,27.4315666969,89.6403752994
522,Dechencholing,122,Motithang HSS,30,27.475108,89.62286,27.5326052807,89.6425383727
523,Gidakom,122,Motithang HSS,3,27.475108,89.62286,27.404767,89.569741
524,Hejo,122,Motithang HSS,41,27.475108,89.62286,27.50077888,89.6336932565
525,Hongtsho,122,Motithang HSS,1,27.475108,89.62286,27.485941,89.724004
526,Jungshina,122,Motithang HSS,69,27.475108,89.62286,27.5107091633,89.6341291296
527,Kabisa,122,Motithang HSS,17,27.475108,89.62286,27.5490698811,89.6542996104
528,Kawangjangsa,122,Motithang HSS,47,27.475108,89.62286,27.4855720912,89.6302952398
529,Khasadrapchu,122,Motithang HSS,3,27.475108,89.62286,27.386985,89.584902
530,Kungacholing,122,Motithang HSS,41,27.475108,89.62286,27.4766506425,89.6197167055
531,Langjophakha,122,Motithang HSS,31,27.475108,89.62286,27.4958974797,89.6413215052
532,Lubding,122,Motithang HSS,6,27.475108,89.62286,27.4497466283,89.6694540333
533,Motithang,122,Motithang HSS,379,27.475108,89.62286,27.4766506425,89.6197167055
534,Namseyling,122,Motithang HSS,2,27.475108,89.62286,27.404257,89.6064
535,Olakha,122,Motithang HSS,23,27.475108,89.62286,27.4469707462,89.6587524835
536,Pamtsho,122,Motithang HSS,33,27.475108,89.62286,27.5107091633,89.6341291296
537,Ramtokto,122,Motithang HSS,1,27.475108,89.62286,27.416321,89.622819
538,RTC,122,Motithang HSS,1,27.475108,89.62286,27.4034984778,89.6566570452
539,Samtenling,122,Motithang HSS,31,27.475108,89.62286,27.50077888,89.6336932565
540,Serbithang,122,Motithang HSS,5,27.475108,89.62286,27.4202951523,89.6559116068
541,Simtokha,122,Motithang HSS,20,27.475108,89.62286,27.4344083978,89.6678739051
542,Taba,122,Motithang HSS,47,27.475108,89.62286,27.5129062519,89.6451777064
543,Tshalubar,122,Motithang HSS,1,27.475108,89.62286,27.4377037677,89.6555866401
544,Yangchenphug,122,Motithang HSS,8,27.475108,89.62286,27.467397,89.6467373768
545,Yoselpang,122,Motithang HSS,2,27.475108,89.62286,27.462597,89.705355
546,Zilukha,122,Motithang HSS,26,27.475108,89.62286,27.4855720912,89.6302952398
547,Babesa,123,Nima HSS,15,27.515495,89.641728,27.4291816677,89.6472096023
